 log g Teff  log Z Vel   a(CBBED)
 log g Teff  log Z Vel   b(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 4.00 18000.  0.0  8.0   0.0842
 4.00 18000.  0.0  8.0   0.2125
 4.00 18000.  0.0  8.0   0.0146
 4.50 18000.  0.0  8.0   0.0843
 4.50 18000.  0.0  8.0   0.1987
 4.50 18000.  0.0  8.0   0.0117
 5.00 18000.  0.0  8.0   0.0838
 5.00 18000.  0.0  8.0   0.1914
 5.00 18000.  0.0  8.0   0.0103
 3.00 19000.  0.0  8.0   0.0818
 3.00 19000.  0.0  8.0   0.2843
 3.00 19000.  0.0  8.0   0.0274
 3.50 19000.  0.0  8.0   0.0808
 3.50 19000.  0.0  8.0   0.2399
 3.50 19000.  0.0  8.0   0.0203
 4.00 19000.  0.0  8.0   0.0819
 4.00 19000.  0.0  8.0   0.2119
 4.00 19000.  0.0  8.0   0.0149
 4.50 19000.  0.0  8.0   0.0826
 4.50 19000.  0.0  8.0   0.1954
 4.50 19000.  0.0  8.0   0.0117
 5.00 19000.  0.0  8.0   0.0823
 5.00 19000.  0.0  8.0   0.1868
 5.00 19000.  0.0  8.0   0.0100
 3.00 20000.  0.0  8.0   0.0732
 3.00 20000.  0.0  8.0   0.2978
 3.00 20000.  0.0  8.0   0.0298
 3.50 20000.  0.0  8.0   0.0759
 3.50 20000.  0.0  8.0   0.2462
 3.50 20000.  0.0  8.0   0.0218
 4.00 20000.  0.0  8.0   0.0792
 4.00 20000.  0.0  8.0   0.2129
 4.00 20000.  0.0  8.0   0.0156
 4.50 20000.  0.0  8.0   0.0805
 4.50 20000.  0.0  8.0   0.1939
 4.50 20000.  0.0  8.0   0.0119
 5.00 20000.  0.0  8.0   0.0805
 5.00 20000.  0.0  8.0   0.1837
 5.00 20000.  0.0  8.0   0.0099
 3.00 21000.  0.0  8.0   0.0631
 3.00 21000.  0.0  8.0   0.3115
 3.00 21000.  0.0  8.0   0.0330
 3.50 21000.  0.0  8.0   0.0680
 3.50 21000.  0.0  8.0   0.2555
 3.50 21000.  0.0  8.0   0.0238
 4.00 21000.  0.0  8.0   0.0745
 4.00 21000.  0.0  8.0   0.2172
 4.00 21000.  0.0  8.0   0.0167
 4.50 21000.  0.0  8.0   0.0776
 4.50 21000.  0.0  8.0   0.1945
 4.50 21000.  0.0  8.0   0.0124
 5.00 21000.  0.0  8.0   0.0785
 5.00 21000.  0.0  8.0   0.1822
 5.00 21000.  0.0  8.0   0.0101
 3.00 22000.  0.0  8.0   0.0560
 3.00 22000.  0.0  8.0   0.3223
 3.00 22000.  0.0  8.0   0.0360
 3.50 22000.  0.0  8.0   0.0586
 3.50 22000.  0.0  8.0   0.2652
 3.50 22000.  0.0  8.0   0.0265
 4.00 22000.  0.0  8.0   0.0678
 4.00 22000.  0.0  8.0   0.2239
 4.00 22000.  0.0  8.0   0.0183
 4.50 22000.  0.0  8.0   0.0734
 4.50 22000.  0.0  8.0   0.1978
 4.50 22000.  0.0  8.0   0.0133
 5.00 22000.  0.0  8.0   0.0753
 5.00 22000.  0.0  8.0   0.1834
 5.00 22000.  0.0  8.0   0.0106
 3.00 23000.  0.0  8.0   0.0550
 3.00 23000.  0.0  8.0   0.3303
 3.00 23000.  0.0  8.0   0.0377
 3.50 23000.  0.0  8.0   0.0504
 3.50 23000.  0.0  8.0   0.2725
 3.50 23000.  0.0  8.0   0.0291
 4.00 23000.  0.0  8.0   0.0599
 4.00 23000.  0.0  8.0   0.2307
 4.00 23000.  0.0  8.0   0.0201
 4.50 23000.  0.0  8.0   0.0677
 4.50 23000.  0.0  8.0   0.2026
 4.50 23000.  0.0  8.0   0.0145
 5.00 23000.  0.0  8.0   0.0714
 5.00 23000.  0.0  8.0   0.1861
 5.00 23000.  0.0  8.0   0.0114
 3.00 24000.  0.0  8.0   0.0599
 3.00 24000.  0.0  8.0   0.3360
 3.00 24000.  0.0  8.0   0.0378
 3.50 24000.  0.0  8.0   0.0455
 3.50 24000.  0.0  8.0   0.2778
 3.50 24000.  0.0  8.0   0.0310
 4.00 24000.  0.0  8.0   0.0525
 4.00 24000.  0.0  8.0   0.2360
 4.00 24000.  0.0  8.0   0.0218
 4.50 24000.  0.0  8.0   0.0609
 4.50 24000.  0.0  8.0   0.2081
 4.50 24000.  0.0  8.0   0.0158
 5.00 24000.  0.0  8.0   0.0662
 5.00 24000.  0.0  8.0   0.1904
 5.00 24000.  0.0  8.0   0.0123
 3.50 25000.  0.0  8.0   0.0442
 3.50 25000.  0.0  8.0   0.2819
 3.50 25000.  0.0  8.0   0.0322
 4.00 25000.  0.0  8.0   0.0477
 4.00 25000.  0.0  8.0   0.2390
 4.00 25000.  0.0  8.0   0.0232
 4.50 25000.  0.0  8.0   0.0549
 4.50 25000.  0.0  8.0   0.2119
 4.50 25000.  0.0  8.0   0.0169
 5.00 25000.  0.0  8.0   0.0610
 5.00 25000.  0.0  8.0   0.1944
 5.00 25000.  0.0  8.0   0.0132
 3.50 26000.  0.0  8.0   0.0455
 3.50 26000.  0.0  8.0   0.2860
 3.50 26000.  0.0  8.0   0.0329
 4.00 26000.  0.0  8.0   0.0452
 4.00 26000.  0.0  8.0   0.2413
 4.00 26000.  0.0  8.0   0.0241
 4.50 26000.  0.0  8.0   0.0505
 4.50 26000.  0.0  8.0   0.2138
 4.50 26000.  0.0  8.0   0.0177
 5.00 26000.  0.0  8.0   0.0559
 5.00 26000.  0.0  8.0   0.1973
 5.00 26000.  0.0  8.0   0.0139
 3.50 27000.  0.0  8.0   0.0468
 3.50 27000.  0.0  8.0   0.2915
 3.50 27000.  0.0  8.0   0.0331
 4.00 27000.  0.0  8.0   0.0444
 4.00 27000.  0.0  8.0   0.2439
 4.00 27000.  0.0  8.0   0.0246
 4.50 27000.  0.0  8.0   0.0478
 4.50 27000.  0.0  8.0   0.2151
 4.50 27000.  0.0  8.0   0.0182
 5.00 27000.  0.0  8.0   0.0521
 5.00 27000.  0.0  8.0   0.1985
 5.00 27000.  0.0  8.0   0.0144
 3.50 28000.  0.0  8.0   0.0464
 3.50 28000.  0.0  8.0   0.2985
 3.50 28000.  0.0  8.0   0.0335
 4.00 28000.  0.0  8.0   0.0448
 4.00 28000.  0.0  8.0   0.2467
 4.00 28000.  0.0  8.0   0.0250
 4.50 28000.  0.0  8.0   0.0469
 4.50 28000.  0.0  8.0   0.2160
 4.50 28000.  0.0  8.0   0.0185
 5.00 28000.  0.0  8.0   0.0498
 5.00 28000.  0.0  8.0   0.1988
 5.00 28000.  0.0  8.0   0.0145
 3.50 29000.  0.0  8.0   0.0437
 3.50 29000.  0.0  8.0   0.3066
 3.50 29000.  0.0  8.0   0.0345
 4.00 29000.  0.0  8.0   0.0441
 4.00 29000.  0.0  8.0   0.2506
 4.00 29000.  0.0  8.0   0.0254
 4.50 29000.  0.0  8.0   0.0466
 4.50 29000.  0.0  8.0   0.2171
 4.50 29000.  0.0  8.0   0.0186
 5.00 29000.  0.0  8.0   0.0489
 5.00 29000.  0.0  8.0   0.1983
 5.00 29000.  0.0  8.0   0.0146
 3.50 30000.  0.0  8.0   0.0383
 3.50 30000.  0.0  8.0   0.3167
 3.50 30000.  0.0  8.0   0.0360
 4.00 30000.  0.0  8.0   0.0418
 4.00 30000.  0.0  8.0   0.2548
 4.00 30000.  0.0  8.0   0.0260
 4.50 30000.  0.0  8.0   0.0458
 4.50 30000.  0.0  8.0   0.2187
 4.50 30000.  0.0  8.0   0.0187
 5.00 30000.  0.0  8.0   0.0483
 5.00 30000.  0.0  8.0   0.1980
 5.00 30000.  0.0  8.0   0.0145
 4.00 31000.  0.0  8.0   0.0384
 4.00 31000.  0.0  8.0   0.2588
 4.00 31000.  0.0  8.0   0.0269
 4.50 31000.  0.0  8.0   0.0444
 4.50 31000.  0.0  8.0   0.2197
 4.50 31000.  0.0  8.0   0.0189
 5.00 31000.  0.0  8.0   0.0476
 5.00 31000.  0.0  8.0   0.1974
 5.00 31000.  0.0  8.0   0.0144
 4.00 32000.  0.0  8.0   0.0329
 4.00 32000.  0.0  8.0   0.2640
 4.00 32000.  0.0  8.0   0.0282
 4.50 32000.  0.0  8.0   0.0420
 4.50 32000.  0.0  8.0   0.2204
 4.50 32000.  0.0  8.0   0.0192
 5.00 32000.  0.0  8.0   0.0465
 5.00 32000.  0.0  8.0   0.1962
 5.00 32000.  0.0  8.0   0.0142
 4.00 33000.  0.0  8.0   0.0256
 4.00 33000.  0.0  8.0   0.2704
 4.00 33000.  0.0  8.0   0.0301
 4.50 33000.  0.0  8.0   0.0384
 4.50 33000.  0.0  8.0   0.2214
 4.50 33000.  0.0  8.0   0.0197
 5.00 33000.  0.0  8.0   0.0449
 5.00 33000.  0.0  8.0   0.1944
 5.00 33000.  0.0  8.0   0.0141
 4.00 34000.  0.0  8.0   0.0174
 4.00 34000.  0.0  8.0   0.2771
 4.00 34000.  0.0  8.0   0.0326
 4.50 34000.  0.0  8.0   0.0331
 4.50 34000.  0.0  8.0   0.2233
 4.50 34000.  0.0  8.0   0.0205
 5.00 34000.  0.0  8.0   0.0421
 5.00 34000.  0.0  8.0   0.1930
 5.00 34000.  0.0  8.0   0.0141
 4.00 35000.  0.0  8.0   0.0098
 4.00 35000.  0.0  8.0   0.2827
 4.00 35000.  0.0  8.0   0.0353
 4.50 35000.  0.0  8.0   0.0271
 4.50 35000.  0.0  8.0   0.2253
 4.50 35000.  0.0  8.0   0.0217
 5.00 35000.  0.0  8.0   0.0382
 5.00 35000.  0.0  8.0   0.1922
 5.00 35000.  0.0  8.0   0.0143
 4.00 36000.  0.0  8.0   0.0041
 4.00 36000.  0.0  8.0   0.2872
 4.00 36000.  0.0  8.0   0.0378
 4.50 36000.  0.0  8.0   0.0199
 4.50 36000.  0.0  8.0   0.2277
 4.50 36000.  0.0  8.0   0.0231
 5.00 36000.  0.0  8.0   0.0336
 5.00 36000.  0.0  8.0   0.1916
 5.00 36000.  0.0  8.0   0.0148
 4.50 37000.  0.0  8.0   0.0143
 4.50 37000.  0.0  8.0   0.2283
 4.50 37000.  0.0  8.0   0.0245
 5.00 37000.  0.0  8.0   0.0284
 5.00 37000.  0.0  8.0   0.1908
 5.00 37000.  0.0  8.0   0.0155
 4.50 38000.  0.0  8.0   0.0100
 4.50 38000.  0.0  8.0   0.2285
 4.50 38000.  0.0  8.0   0.0258
 5.00 38000.  0.0  8.0   0.0234
 5.00 38000.  0.0  8.0   0.1896
 5.00 38000.  0.0  8.0   0.0162
 4.50 39000.  0.0  8.0   0.0069
 4.50 39000.  0.0  8.0   0.2289
 4.50 39000.  0.0  8.0   0.0267
 5.00 39000.  0.0  8.0   0.0193
 5.00 39000.  0.0  8.0   0.1882
 5.00 39000.  0.0  8.0   0.0168
 4.50 40000.  0.0  8.0   0.0050
 4.50 40000.  0.0  8.0   0.2296
 4.50 40000.  0.0  8.0   0.0276
 5.00 40000.  0.0  8.0   0.0162
 5.00 40000.  0.0  8.0   0.1868
 5.00 40000.  0.0  8.0   0.0173
 4.50 41000.  0.0  8.0   0.0028
 4.50 41000.  0.0  8.0   0.2315
 4.50 41000.  0.0  8.0   0.0284
 5.00 41000.  0.0  8.0   0.0139
 5.00 41000.  0.0  8.0   0.1859
 5.00 41000.  0.0  8.0   0.0177
 4.50 42000.  0.0  8.0   0.0011
 4.50 42000.  0.0  8.0   0.2336
 4.50 42000.  0.0  8.0   0.0292
 5.00 42000.  0.0  8.0   0.0121
 5.00 42000.  0.0  8.0   0.1856
 5.00 42000.  0.0  8.0   0.0180
 5.00 43000.  0.0  8.0   0.0104
 5.00 43000.  0.0  8.0   0.1859
 5.00 43000.  0.0  8.0   0.0184
 5.00 44000.  0.0  8.0   0.0088
 5.00 44000.  0.0  8.0   0.1864
 5.00 44000.  0.0  8.0   0.0188
 5.00 45000.  0.0  8.0   0.0076
 5.00 45000.  0.0  8.0   0.1869
 5.00 45000.  0.0  8.0   0.0192
 5.00 46000.  0.0  8.0   0.0058
 5.00 46000.  0.0  8.0   0.1879
 5.00 46000.  0.0  8.0   0.0196
 5.00 47000.  0.0  8.0   0.0042
 5.00 47000.  0.0  8.0   0.1890
 5.00 47000.  0.0  8.0   0.0200
 5.00 48000.  0.0  8.0   0.0030
 5.00 48000.  0.0  8.0   0.1898
 5.00 48000.  0.0  8.0   0.0205
 5.00 49000.  0.0  8.0   0.0013
 5.00 49000.  0.0  8.0   0.1912
 5.00 49000.  0.0  8.0   0.0210
 5.00 50000.  0.0  8.0  -0.0004
 5.00 50000.  0.0  8.0   0.1929
 5.00 50000.  0.0  8.0   0.0215
 0.00  3500.  0.1  2.0   0.6814
 0.00  3500.  0.1  2.0   0.0546
 0.00  3500.  0.1  2.0   0.0182
 0.50  3500.  0.1  2.0   0.6702
 0.50  3500.  0.1  2.0   0.0569
 0.50  3500.  0.1  2.0   0.0195
 1.00  3500.  0.1  2.0   0.6572
 1.00  3500.  0.1  2.0   0.0616
 1.00  3500.  0.1  2.0   0.0202
 1.50  3500.  0.1  2.0   0.6436
 1.50  3500.  0.1  2.0   0.0678
 1.50  3500.  0.1  2.0   0.0204
 2.00  3500.  0.1  2.0   0.6307
 2.00  3500.  0.1  2.0   0.0746
 2.00  3500.  0.1  2.0   0.0201
 2.50  3500.  0.1  2.0   0.6183
 2.50  3500.  0.1  2.0   0.0826
 2.50  3500.  0.1  2.0   0.0194
 3.00  3500.  0.1  2.0   0.5979
 3.00  3500.  0.1  2.0   0.0993
 3.00  3500.  0.1  2.0   0.0181
 3.50  3500.  0.1  2.0   0.5073
 3.50  3500.  0.1  2.0   0.1768
 3.50  3500.  0.1  2.0   0.0170
 4.00  3500.  0.1  2.0   0.3771
 4.00  3500.  0.1  2.0   0.2852
 4.00  3500.  0.1  2.0   0.0177
 4.50  3500.  0.1  2.0   0.2871
 4.50  3500.  0.1  2.0   0.3548
 4.50  3500.  0.1  2.0   0.0211
 5.00  3500.  0.1  2.0   0.2345
 5.00  3500.  0.1  2.0   0.3915
 5.00  3500.  0.1  2.0   0.0248
 0.00  3750.  0.1  2.0   0.6339
 0.00  3750.  0.1  2.0   0.0979
 0.00  3750.  0.1  2.0   0.0123
 0.50  3750.  0.1  2.0   0.6364
 0.50  3750.  0.1  2.0   0.0883
 0.50  3750.  0.1  2.0   0.0121
 1.00  3750.  0.1  2.0   0.6382
 1.00  3750.  0.1  2.0   0.0785
 1.00  3750.  0.1  2.0   0.0121
 1.50  3750.  0.1  2.0   0.6385
 1.50  3750.  0.1  2.0   0.0700
 1.50  3750.  0.1  2.0   0.0120
 2.00  3750.  0.1  2.0   0.6373
 2.00  3750.  0.1  2.0   0.0633
 2.00  3750.  0.1  2.0   0.0120
 2.50  3750.  0.1  2.0   0.6342
 2.50  3750.  0.1  2.0   0.0591
 2.50  3750.  0.1  2.0   0.0119
 3.00  3750.  0.1  2.0   0.6277
 3.00  3750.  0.1  2.0   0.0591
 3.00  3750.  0.1  2.0   0.0118
 3.50  3750.  0.1  2.0   0.5991
 3.50  3750.  0.1  2.0   0.0811
 3.50  3750.  0.1  2.0   0.0114
 4.00  3750.  0.1  2.0   0.4791
 4.00  3750.  0.1  2.0   0.1843
 4.00  3750.  0.1  2.0   0.0121
 4.50  3750.  0.1  2.0   0.3240
 4.50  3750.  0.1  2.0   0.3108
 4.50  3750.  0.1  2.0   0.0168
 5.00  3750.  0.1  2.0   0.2273
 5.00  3750.  0.1  2.0   0.3818
 5.00  3750.  0.1  2.0   0.0235
 0.00  4000.  0.1  2.0   0.5745
 0.00  4000.  0.1  2.0   0.1433
 0.00  4000.  0.1  2.0   0.0126
 0.50  4000.  0.1  2.0   0.5786
 0.50  4000.  0.1  2.0   0.1357
 0.50  4000.  0.1  2.0   0.0125
 1.00  4000.  0.1  2.0   0.5831
 1.00  4000.  0.1  2.0   0.1267
 1.00  4000.  0.1  2.0   0.0121
 1.50  4000.  0.1  2.0   0.5864
 1.50  4000.  0.1  2.0   0.1184
 1.50  4000.  0.1  2.0   0.0113
 2.00  4000.  0.1  2.0   0.5897
 2.00  4000.  0.1  2.0   0.1098
 2.00  4000.  0.1  2.0   0.0104
 2.50  4000.  0.1  2.0   0.5930
 2.50  4000.  0.1  2.0   0.1009
 2.50  4000.  0.1  2.0   0.0094
 3.00  4000.  0.1  2.0   0.5955
 3.00  4000.  0.1  2.0   0.0925
 3.00  4000.  0.1  2.0   0.0085
 3.50  4000.  0.1  2.0   0.5950
 3.50  4000.  0.1  2.0   0.0869
 3.50  4000.  0.1  2.0   0.0078
 4.00  4000.  0.1  2.0   0.5617
 4.00  4000.  0.1  2.0   0.1118
 4.00  4000.  0.1  2.0   0.0076
 4.50  4000.  0.1  2.0   0.4333
 4.50  4000.  0.1  2.0   0.2177
 4.50  4000.  0.1  2.0   0.0111
 5.00  4000.  0.1  2.0   0.2834
 5.00  4000.  0.1  2.0   0.3330
 5.00  4000.  0.1  2.0   0.0197
 0.00  4250.  0.1  2.0   0.5226
 0.00  4250.  0.1  2.0   0.1729
 0.00  4250.  0.1  2.0   0.0120
 0.50  4250.  0.1  2.0   0.5263
 0.50  4250.  0.1  2.0   0.1686
 0.50  4250.  0.1  2.0   0.0119
 1.00  4250.  0.1  2.0   0.5330
 1.00  4250.  0.1  2.0   0.1596
 1.00  4250.  0.1  2.0   0.0115
 1.50  4250.  0.1  2.0   0.5383
 1.50  4250.  0.1  2.0   0.1510
 1.50  4250.  0.1  2.0   0.0110
 2.00  4250.  0.1  2.0   0.5430
 2.00  4250.  0.1  2.0   0.1428
 2.00  4250.  0.1  2.0   0.0104
 2.50  4250.  0.1  2.0   0.5469
 2.50  4250.  0.1  2.0   0.1355
 2.50  4250.  0.1  2.0   0.0098
 3.00  4250.  0.1  2.0   0.5496
 3.00  4250.  0.1  2.0   0.1295
 3.00  4250.  0.1  2.0   0.0091
 3.50  4250.  0.1  2.0   0.5521
 3.50  4250.  0.1  2.0   0.1236
 3.50  4250.  0.1  2.0   0.0083
 4.00  4250.  0.1  2.0   0.5521
 4.00  4250.  0.1  2.0   0.1200
 4.00  4250.  0.1  2.0   0.0074
 4.50  4250.  0.1  2.0   0.5211
 4.50  4250.  0.1  2.0   0.1439
 4.50  4250.  0.1  2.0   0.0073
 5.00  4250.  0.1  2.0   0.4056
 5.00  4250.  0.1  2.0   0.2367
 5.00  4250.  0.1  2.0   0.0121
 0.00  4500.  0.1  2.0   0.4774
 0.00  4500.  0.1  2.0   0.1931
 0.00  4500.  0.1  2.0   0.0104
 0.50  4500.  0.1  2.0   0.4776
 0.50  4500.  0.1  2.0   0.1940
 0.50  4500.  0.1  2.0   0.0108
 1.00  4500.  0.1  2.0   0.4844
 1.00  4500.  0.1  2.0   0.1873
 1.00  4500.  0.1  2.0   0.0106
 1.50  4500.  0.1  2.0   0.4896
 1.50  4500.  0.1  2.0   0.1810
 1.50  4500.  0.1  2.0   0.0101
 2.00  4500.  0.1  2.0   0.4969
 2.00  4500.  0.1  2.0   0.1717
 2.00  4500.  0.1  2.0   0.0094
 2.50  4500.  0.1  2.0   0.5036
 2.50  4500.  0.1  2.0   0.1626
 2.50  4500.  0.1  2.0   0.0087
 3.00  4500.  0.1  2.0   0.5090
 3.00  4500.  0.1  2.0   0.1546
 3.00  4500.  0.1  2.0   0.0082
 3.50  4500.  0.1  2.0   0.5130
 3.50  4500.  0.1  2.0   0.1482
 3.50  4500.  0.1  2.0   0.0077
 4.00  4500.  0.1  2.0   0.5154
 4.00  4500.  0.1  2.0   0.1436
 4.00  4500.  0.1  2.0   0.0073
 4.50  4500.  0.1  2.0   0.5153
 4.50  4500.  0.1  2.0   0.1418
 4.50  4500.  0.1  2.0   0.0067
 5.00  4500.  0.1  2.0   0.4902
 5.00  4500.  0.1  2.0   0.1626
 5.00  4500.  0.1  2.0   0.0068
 0.00  4750.  0.1  2.0   0.4303
 0.00  4750.  0.1  2.0   0.2177
 0.00  4750.  0.1  2.0   0.0093
 0.50  4750.  0.1  2.0   0.4309
 0.50  4750.  0.1  2.0   0.2181
 0.50  4750.  0.1  2.0   0.0098
 1.00  4750.  0.1  2.0   0.4372
 1.00  4750.  0.1  2.0   0.2127
 1.00  4750.  0.1  2.0   0.0098
 1.50  4750.  0.1  2.0   0.4420
 1.50  4750.  0.1  2.0   0.2081
 1.50  4750.  0.1  2.0   0.0097
 2.00  4750.  0.1  2.0   0.4497
 2.00  4750.  0.1  2.0   0.2003
 2.00  4750.  0.1  2.0   0.0092
 2.50  4750.  0.1  2.0   0.4556
 2.50  4750.  0.1  2.0   0.1936
 2.50  4750.  0.1  2.0   0.0086
 3.00  4750.  0.1  2.0   0.4634
 3.00  4750.  0.1  2.0   0.1847
 3.00  4750.  0.1  2.0   0.0079
 3.50  4750.  0.1  2.0   0.4705
 3.50  4750.  0.1  2.0   0.1763
 3.50  4750.  0.1  2.0   0.0073
 4.00  4750.  0.1  2.0   0.4755
 4.00  4750.  0.1  2.0   0.1697
 4.00  4750.  0.1  2.0   0.0068
 4.50  4750.  0.1  2.0   0.4786
 4.50  4750.  0.1  2.0   0.1654
 4.50  4750.  0.1  2.0   0.0063
 5.00  4750.  0.1  2.0   0.4791
 5.00  4750.  0.1  2.0   0.1640
 5.00  4750.  0.1  2.0   0.0059
 0.00  5000.  0.1  2.0   0.3772
 0.00  5000.  0.1  2.0   0.2472
 0.00  5000.  0.1  2.0   0.0106
 0.50  5000.  0.1  2.0   0.3828
 0.50  5000.  0.1  2.0   0.2443
 0.50  5000.  0.1  2.0   0.0104
 1.00  5000.  0.1  2.0   0.3917
 1.00  5000.  0.1  2.0   0.2376
 1.00  5000.  0.1  2.0   0.0097
 1.50  5000.  0.1  2.0   0.3945
 1.50  5000.  0.1  2.0   0.2350
 1.50  5000.  0.1  2.0   0.0095
 2.00  5000.  0.1  2.0   0.4020
 2.00  5000.  0.1  2.0   0.2281
 2.00  5000.  0.1  2.0   0.0090
 2.50  5000.  0.1  2.0   0.4075
 2.50  5000.  0.1  2.0   0.2228
 2.50  5000.  0.1  2.0   0.0086
 3.00  5000.  0.1  2.0   0.4169
 3.00  5000.  0.1  2.0   0.2138
 3.00  5000.  0.1  2.0   0.0081
 3.50  5000.  0.1  2.0   0.4254
 3.50  5000.  0.1  2.0   0.2054
 3.50  5000.  0.1  2.0   0.0076
 4.00  5000.  0.1  2.0   0.4310
 4.00  5000.  0.1  2.0   0.1999
 4.00  5000.  0.1  2.0   0.0070
 4.50  5000.  0.1  2.0   0.4362
 4.50  5000.  0.1  2.0   0.1946
 4.50  5000.  0.1  2.0   0.0065
 5.00  5000.  0.1  2.0   0.4394
 5.00  5000.  0.1  2.0   0.1912
 5.00  5000.  0.1  2.0   0.0060
 0.00  5250.  0.1  2.0   0.3304
 0.00  5250.  0.1  2.0   0.2696
 0.00  5250.  0.1  2.0   0.0125
 0.50  5250.  0.1  2.0   0.3363
 0.50  5250.  0.1  2.0   0.2668
 0.50  5250.  0.1  2.0   0.0123
 1.00  5250.  0.1  2.0   0.3431
 1.00  5250.  0.1  2.0   0.2636
 1.00  5250.  0.1  2.0   0.0112
 1.50  5250.  0.1  2.0   0.3464
 1.50  5250.  0.1  2.0   0.2618
 1.50  5250.  0.1  2.0   0.0105
 2.00  5250.  0.1  2.0   0.3550
 2.00  5250.  0.1  2.0   0.2549
 2.00  5250.  0.1  2.0   0.0095
 2.50  5250.  0.1  2.0   0.3628
 2.50  5250.  0.1  2.0   0.2482
 2.50  5250.  0.1  2.0   0.0087
 3.00  5250.  0.1  2.0   0.3717
 3.00  5250.  0.1  2.0   0.2403
 3.00  5250.  0.1  2.0   0.0082
 3.50  5250.  0.1  2.0   0.3793
 3.50  5250.  0.1  2.0   0.2335
 3.50  5250.  0.1  2.0   0.0078
 4.00  5250.  0.1  2.0   0.3868
 4.00  5250.  0.1  2.0   0.2272
 4.00  5250.  0.1  2.0   0.0074
 4.50  5250.  0.1  2.0   0.3932
 4.50  5250.  0.1  2.0   0.2220
 4.50  5250.  0.1  2.0   0.0070
 5.00  5250.  0.1  2.0   0.3959
 5.00  5250.  0.1  2.0   0.2206
 5.00  5250.  0.1  2.0   0.0065
 0.00  5500.  0.1  2.0   0.3516
 0.00  5500.  0.1  2.0   0.2278
 0.00  5500.  0.1  2.0   0.0137
 0.50  5500.  0.1  2.0   0.2959
 0.50  5500.  0.1  2.0   0.2834
 0.50  5500.  0.1  2.0   0.0145
 1.00  5500.  0.1  2.0   0.3028
 1.00  5500.  0.1  2.0   0.2807
 1.00  5500.  0.1  2.0   0.0136
 1.50  5500.  0.1  2.0   0.3074
 1.50  5500.  0.1  2.0   0.2788
 1.50  5500.  0.1  2.0   0.0125
 2.00  5500.  0.1  2.0   0.3124
 2.00  5500.  0.1  2.0   0.2765
 2.00  5500.  0.1  2.0   0.0112
 2.50  5500.  0.1  2.0   0.3175
 2.50  5500.  0.1  2.0   0.2730
 2.50  5500.  0.1  2.0   0.0100
 3.00  5500.  0.1  2.0   0.3266
 3.00  5500.  0.1  2.0   0.2662
 3.00  5500.  0.1  2.0   0.0089
 3.50  5500.  0.1  2.0   0.3361
 3.50  5500.  0.1  2.0   0.2584
 3.50  5500.  0.1  2.0   0.0082
 4.00  5500.  0.1  2.0   0.3453
 4.00  5500.  0.1  2.0   0.2507
 4.00  5500.  0.1  2.0   0.0078
 4.50  5500.  0.1  2.0   0.3504
 4.50  5500.  0.1  2.0   0.2473
 4.50  5500.  0.1  2.0   0.0076
 5.00  5500.  0.1  2.0   0.3543
 5.00  5500.  0.1  2.0   0.2456
 5.00  5500.  0.1  2.0   0.0073
 0.00  5750.  0.1  2.0   0.3677
 0.00  5750.  0.1  2.0   0.2100
 0.00  5750.  0.1  2.0   0.0101
 0.50  5750.  0.1  2.0   0.3424
 0.50  5750.  0.1  2.0   0.2210
 0.50  5750.  0.1  2.0   0.0150
 1.00  5750.  0.1  2.0   0.2647
 1.00  5750.  0.1  2.0   0.2965
 1.00  5750.  0.1  2.0   0.0165
 1.50  5750.  0.1  2.0   0.2714
 1.50  5750.  0.1  2.0   0.2927
 1.50  5750.  0.1  2.0   0.0153
 2.00  5750.  0.1  2.0   0.2752
 2.00  5750.  0.1  2.0   0.2924
 2.00  5750.  0.1  2.0   0.0137
 2.50  5750.  0.1  2.0   0.2791
 2.50  5750.  0.1  2.0   0.2914
 2.50  5750.  0.1  2.0   0.0120
 3.00  5750.  0.1  2.0   0.2870
 3.00  5750.  0.1  2.0   0.2866
 3.00  5750.  0.1  2.0   0.0104
 3.50  5750.  0.1  2.0   0.2971
 3.50  5750.  0.1  2.0   0.2791
 3.50  5750.  0.1  2.0   0.0092
 4.00  5750.  0.1  2.0   0.3061
 4.00  5750.  0.1  2.0   0.2721
 4.00  5750.  0.1  2.0   0.0086
 4.50  5750.  0.1  2.0   0.3116
 4.50  5750.  0.1  2.0   0.2683
 4.50  5750.  0.1  2.0   0.0083
 5.00  5750.  0.1  2.0   0.3154
 5.00  5750.  0.1  2.0   0.2666
 5.00  5750.  0.1  2.0   0.0081
 0.00  6000.  0.1  2.0   0.3649
 0.00  6000.  0.1  2.0   0.2111
 0.00  6000.  0.1  2.0   0.0078
 0.50  6000.  0.1  2.0   0.3479
 0.50  6000.  0.1  2.0   0.2181
 0.50  6000.  0.1  2.0   0.0106
 1.00  6000.  0.1  2.0   0.3129
 1.00  6000.  0.1  2.0   0.2397
 1.00  6000.  0.1  2.0   0.0154
 1.50  6000.  0.1  2.0   0.2369
 1.50  6000.  0.1  2.0   0.3089
 1.50  6000.  0.1  2.0   0.0180
 2.00  6000.  0.1  2.0   0.2429
 2.00  6000.  0.1  2.0   0.3059
 2.00  6000.  0.1  2.0   0.0162
 2.50  6000.  0.1  2.0   0.2486
 2.50  6000.  0.1  2.0   0.3034
 2.50  6000.  0.1  2.0   0.0144
